"CD8.c06.Tem.GZMK"	"CD8.c07.Temra.CX3CR1"	"CD8.c02.Tm.IL7R"	"CD8.c16.MAIT.SLC4A10"	"CD8.c01.Tn.MAL"	"CD8.c05.Tem.CXCR5"	"CD8.c09.Tk.KIR2DL4"	"CD8.c03.Tm.RPS12"	"CD8.c04.Tm.CD52"	"CD8.c10.Trm.ZNF683"	"CD8.c17.Tm.NME1"	"CD8.c15.ISG.IFIT1"	"CD8.c08.Tk.TYROBP"	"CD8.c11.Tex.PDCD1"	"CD8.c14.Tex.TCF7"	"CD8.c12.Tex.CXCL13"
"MAP3K2"	0.000192665592368887	9.9938053458083e-05	0.000160285651961799	0.000174722381866729	0.000177219748581428	0.000163749499819334	0.000144917278724244	0.000107504225860454	7.86312085708669e-05	0.000162937322565074	0.000193535867942266	0.000160574392745611	0.000116087549004724	0.000127217003507752	0.000123853553645779	0.000159273988743828
"PROC"	1e-08	1e-08	1e-08	1e-08	1e-08	5.38191934901077e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"IWS1"	8.53783463191476e-05	5.2100155526022e-05	6.72063137106923e-05	7.65693583460949e-05	9.14277274427999e-05	7.23722950814476e-05	7.49620407194367e-05	4.30076903441815e-05	7.6844362921529e-05	6.2848768543985e-05	6.45186226474221e-05	9.90816465877176e-05	4.46552111556631e-05	0.000102987098077704	3.81157088140858e-05	8.84899937465709e-05
"LIMS2"	1e-08	1e-08	5.07750471931054e-07	1e-08	1.41642657604308e-06	1.06638386980215e-06	1e-08	1e-08	3.58369129867577e-06	6.57822356123556e-07	1e-08	1e-08	1e-08	6.06747635751198e-06	9.53642720352144e-06	1e-08
"WDR33"	0.000136137903589992	9.19650704694062e-05	0.000128927372230143	0.000129571991047238	0.000160342629668911	0.000154242044991115	0.000119933265151099	0.000172000761376726	0.000175120873635113	0.000138643984210441	7.37341401684824e-05	0.000153741865394734	0.000107158506773591	0.000139331956222776	9.52742720352144e-05	0.000194665986242456
"SFT2D3"	2.3172526032202e-06	7.45145078943172e-06	4.48975424737949e-06	3.93612094082538e-06	1.41642657604308e-06	2.65095967450539e-06	5.00680271462911e-06	3.08126359601296e-06	1.07310738960273e-05	3.57302295867956e-06	1e-08	3.42626367543854e-06	1e-08	1e-08	2.85892816105643e-05	1e-08
"POLR2D"	3.57724153499132e-05	4.30641081388549e-05	4.82917957773123e-05	5.49756931715553e-05	5.76734896177661e-05	5.07164257505034e-05	4.4981224431662e-05	2.45801087681037e-05	4.11074499347713e-05	4.95684102434521e-05	6.45186226474221e-05	3.75889004298239e-05	4.46552111556631e-05	6.05847635751198e-05	4.76421360176072e-05	4.71993299981712e-05
"AMMECR1L"	1.1546263016101e-05	1.59559659773537e-05	1.74312665175869e-05	9.82530235206345e-06	1.68871189125169e-05	1.95531015913399e-05	2.99908162877747e-05	1.84375815760778e-05	1.96653021427167e-05	1.39381806566565e-05	9.22551752106029e-06	1.02587910263156e-05	8.93904223113262e-06	1e-08	1e-08	4.71993299981712e-05
"SAP130"	2.07752734289818e-05	1.96766913720695e-05	1.99200188772422e-05	1.17883628224761e-05	9.85498603230153e-06	1.84967177215377e-05	1.99972108585165e-05	2.15088451720907e-05	5.00416781814608e-05	1.87968483275831e-05	1e-08	1.02587910263156e-05	8.93904223113262e-06	2.42399054300479e-05	3.81157088140858e-05	2.36046649990856e-05
"UGGT1"	3.3465162746693e-05	3.29649963531976e-05	2.24087712368974e-05	3.53450884674284e-05	2.53256783687754e-05	2.27222532007463e-05	2.99908162877747e-05	3.07226359601296e-05	3.75337586360956e-05	2.39794271765716e-05	2.76565525631809e-05	4.78376914561395e-05	4.46552111556631e-05	2.42399054300479e-05	2.85892816105643e-05	2.9503331248857e-05
"HS6ST1"	2.3172526032202e-06	1.11721761841476e-05	7.47625707896581e-06	1.97306047041269e-06	1.68871189125169e-05	8.98926289331832e-06	5.00680271462911e-06	1e-08	1e-08	8.10777945154445e-06	1e-08	1.36750547017541e-05	8.93904223113262e-06	6.06747635751198e-06	1e-08	5.9086662497714e-06
"RAB6C"	1e-08	1.07306439849025e-06	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"POTEF"	1.1636263016101e-06	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"CCDC74B"	1.1636263016101e-06	1e-08	1e-08	1e-08	1e-08	1.59457580470323e-06	1e-08	1e-08	1e-08	1.30564471224711e-06	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"SMPD4"	4.96159309692344e-05	3.50911251501781e-05	3.98300377544843e-05	4.71234512899046e-05	4.50156504333784e-05	4.8075466075998e-05	3.99844217170329e-05	3.68651631521556e-05	4.6467986882785e-05	4.04988972577223e-05	1.84410350421206e-05	3.75889004298239e-05	4.46552111556631e-05	5.45272872176078e-05	2.85892816105643e-05	5.30979962479426e-05
"MZT2B"	0.000146520540304483	0.000248235537047472	0.000141371134028419	0.000147239535280952	0.000222225399014806	0.000151601085316609	0.000214872516729052	0.000190428342952804	0.00018584194753114	0.000153867809579345	0.000239613455547568	0.000119579228640349	0.000125016591235857	0.000230194101585455	0.000219117825680993	0.000147476656244285
"CCDC115"	5.07695572708445e-05	5.95416063154537e-05	5.67535538001402e-05	5.49756931715553e-05	4.36092238573354e-05	4.96600418807013e-05	9.49492515779531e-05	4.30076903441815e-05	9.292597376557e-05	5.73422785169347e-05	0.000129027245294844	3.75889004298239e-05	0.000107158506773591	7.26997162901438e-05	3.81157088140858e-05	2.9503331248857e-05
"IMP4"	6.8073951794996e-05	7.12353146988464e-05	7.76590736212445e-05	5.30126327011427e-05	7.87698882584123e-05	7.34286789512498e-05	8.49556461486949e-05	6.14352719202593e-05	8.39917455188806e-05	7.35378374200236e-05	2.76565525631809e-05	9.90816465877176e-05	8.03713800801936e-05	9.08721453626797e-05	0.000104800699238736	0.000106185992495885
"PTPN18"	3.11579101434728e-05	9.46227314656318e-05	2.93772778439322e-05	4.31973303490792e-05	2.39192517927323e-05	2.48350209403506e-05	6.49684352901785e-05	4.60789539401944e-05	6.25495977268259e-05	3.66119631209809e-05	1.84410350421206e-05	5.80864824824551e-05	7.1442337849061e-05	4.84698108600958e-05	2.85892816105643e-05	5.8996662497714e-05
"POTEI"	1e-08	5.41532199245123e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"TISP43"	1e-08	1.07306439849025e-06	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1.79684564933788e-06	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"ARHGEF4"	1e-08	1e-08	1.00550094386211e-06	1e-08	5.6357063041723e-06	1e-08	1e-08	1e-08	1.79684564933788e-06	9.81733534185335e-07	1e-08	3.42626367543854e-06	1e-08	1e-08	1e-08	1e-08
"FAM168B"	3.46187890483031e-05	4.41271725373452e-05	3.48525330351738e-05	3.33820279970158e-05	5.06413567375507e-05	3.27578999638668e-05	6.49684352901785e-05	3.99364267481685e-05	4.11074499347713e-05	3.27250289842396e-05	2.76565525631809e-05	1.02587910263156e-05	3.57261689245305e-05	3.63548581450719e-05	6.66949904246501e-05	4.13006637483998e-05
"PLEKHB2"	0.000177668450447956	0.00013182998541279	0.000162276653849524	0.000168833200455491	0.000225038252166892	0.000162164924014631	0.000129926870580357	0.000116718016648493	5.18285238307986e-05	0.000167795990236001	0.000221182420505447	0.000160574392745611	0.00020537797131605	0.000187791767082871	0.000161959262459865	0.000112084658745657
"MZT2A"	0.000137291529891602	0.000156280466578066	0.000156801398658282	0.000139387293399301	0.000212380412982504	0.000146319165967598	0.000104942857007211	0.000172000761376726	0.000176907719284451	0.000153543898401283	0.000239613455547568	0.000167406920096488	0.000116087549004724	0.000218079148870431	0.000228644252884515	0.000224159317491313
"TUBA3D"	1e-08	1e-08	1e-08	1e-08	1e-08	5.38191934901077e-07	1e-08	1e-08	1e-08	3.33911178061778e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"CCDC74A"	1.1636263016101e-06	2.66766099622561e-06	3.99200377544843e-06	1.97306047041269e-06	1.41642657604308e-06	1.06638386980215e-06	1e-08	1e-08	5.37053694801365e-06	1.62955589030889e-06	1e-08	1e-08	8.93904223113262e-06	1e-08	2.85892816105643e-05	1e-08
"NCKAP5"	1e-08	1e-08	1e-08	1e-08	1e-08	5.38191934901077e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"MGAT5"	5.42304361756748e-05	1.59559659773537e-05	7.11883174861408e-05	7.06801769348569e-05	5.20477833135938e-05	3.90962031826797e-05	2.49940135731456e-05	3.99364267481685e-05	6.61232890255017e-05	7.80725939128885e-05	1.84410350421206e-05	6.83352735087707e-05	3.57261689245305e-05	6.66422399326318e-05	3.81157088140858e-05	0.000112084658745657
"TMEM163"	1e-08	5.41532199245123e-07	1.00550094386211e-06	1e-08	1e-08	5.38191934901077e-07	1e-08	1e-08	1e-08	3.33911178061778e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"CCNT2"	6.57666991917758e-05	4.25325759396098e-05	6.37220604071749e-05	6.87171164644442e-05	7.03313288021538e-05	7.76542144304584e-05	5.49748298609202e-05	5.22214811322204e-05	0.000121515504154976	5.53988114485641e-05	1.84410350421206e-05	4.78376914561395e-05	2.67971266933979e-05	0.000115102050792728	3.81157088140858e-05	6.48953287474854e-05
"RAB3GAP1"	6.11521939853354e-05	2.33974167667854e-05	5.62558033282091e-05	6.47909955236188e-05	9.84598603230153e-05	4.22653547920862e-05	5.49748298609202e-05	4.30076903441815e-05	9.47128194149079e-05	5.15118773118227e-05	5.53031051263618e-05	7.51678008596478e-05	3.57261689245305e-05	7.26997162901438e-05	0.000123853553645779	4.13006637483998e-05
"ZRANB3"	6.93175780966062e-06	5.32532199245123e-06	4.98750471931054e-06	1.97306047041269e-06	4.22927972812923e-06	5.82011128391185e-06	1.00036054292582e-05	1.22950543840518e-05	5.37053694801365e-06	4.86866767092667e-06	9.22551752106029e-06	3.42626367543854e-06	1e-08	6.06747635751198e-06	1e-08	1.18073324995428e-05
"R3HDM1"	3.80796679531334e-05	2.71181421615013e-05	3.6843534922898e-05	3.92712094082538e-05	2.39192517927323e-05	3.32860918987679e-05	4.4981224431662e-05	3.99364267481685e-05	6.07627520774881e-05	3.98510749015987e-05	3.68720700842412e-05	5.80864824824551e-05	1.78680844622652e-05	3.63548581450719e-05	6.66949904246501e-05	5.8996662497714e-05
"UBXN4"	0.000357634153499132	0.000204649896709372	0.000284723269944563	0.000290542949621078	0.00029254672781696	0.000293156523870098	0.000309811768307005	0.000273352460045154	0.000382394968958307	0.000301571306775516	0.000175104832900146	0.000368966476947362	0.00020537797131605	0.000333171199663159	0.000352487806530293	0.000365727307485827
"LCT"	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	5.00680271462911e-06	1e-08	1e-08	3.33911178061778e-07	1e-08	1e-08	1e-08	1e-08	1e-08	5.9086662497714e-06
"MCM6"	0.000123448014272281	5.79470097177184e-05	0.000108021852409039	7.85324188165076e-05	0.000101272713475101	0.000101422851501007	9.49492515779531e-05	8.6005380688363e-05	4.82548325321229e-05	0.000108196333472634	0.000138242762815904	0.000102497910263156	8.93004223113262e-05	0.000109044574435216	4.76421360176072e-05	5.8996662497714e-05
"DARS"	7.26884570014365e-05	5.74154775184732e-05	8.51253307002103e-05	9.61999630502218e-05	0.000108304846355317	0.00011251488213393	8.49556461486949e-05	8.90766442843759e-05	0.000121515504154976	8.51986398302477e-05	7.37341401684824e-05	0.000109330437614033	6.25132956179284e-05	9.08721453626797e-05	0.000142906408052822	0.000106185992495885
"CXCR4"	0.00505289320105225	0.00180084109104248	0.00517512165666717	0.0059245264997055	0.0050673649534832	0.00577050688879427	0.00244844333016826	0.00413393080023345	0.00110964114823883	0.00494224675486661	0.00340975148279231	0.00465296112594729	0.00596461021039659	0.00467638174799925	0.00296272886029517	0.00368667640610712
"HNMT"	1.1636263016101e-06	5.41532199245123e-07	5.07750471931054e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	3.33911178061778e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"SPOPL"	2.53897786354223e-05	1.70190303758439e-05	1.54402646298627e-05	1.76775442337142e-05	4.22927972812923e-06	1.79685257866366e-05	2.99908162877747e-05	1.84375815760778e-05	2.14521477920546e-05	1.58816477250271e-05	9.22551752106029e-06	6.84252735087707e-06	1.78680844622652e-05	3.02973817875599e-05	1.90628544070429e-05	2.9503331248857e-05
"KYNU"	1e-08	1.59559659773537e-05	1e-08	1e-08	1e-08	5.38191934901077e-07	1e-08	1e-08	1.79684564933788e-06	1e-08	1e-08	1e-08	1e-08	1e-08	9.53642720352144e-06	1e-08
"ARHGAP15"	0.000213430865797869	0.000138208371803732	0.000227979716144423	0.000188463805159618	0.000300985287273218	0.000188574520759685	0.000179894897726648	0.000282566250833193	0.000307347451686116	0.000175245947331422	0.000211966902984387	0.000198153293175435	9.82294645424588e-05	0.000181734290725359	0.000228644252884515	0.000283145979989027
"GTDC1"	6.46130728901657e-05	2.28658845675403e-05	4.33142910580017e-05	5.89018141123807e-05	1.54806923364738e-05	5.12446176854045e-05	4.99780271462911e-05	4.30076903441815e-05	6.43364433761638e-05	4.34140978602783e-05	3.68720700842412e-05	6.15027461578937e-05	4.46552111556631e-05	5.45272872176078e-05	3.81157088140858e-05	2.36046649990856e-05
"ZEB2"	0.000499530188597174	0.000415136647610441	0.000197119186884697	0.000213983591274983	9.42405805948861e-05	0.000425732699530268	0.000399754217170329	0.000122860543840519	9.64996650642458e-05	0.000143178740703306	0.000101380692731663	0.000362133949596485	0.000366100731476438	0.000399803439595791	0.000142906408052822	0.000342132642486741
"ACVR2A"	2.3172526032202e-06	2.13612879698049e-06	2.00100188772422e-06	1e-08	5.6357063041723e-06	1e-08	1.00036054292582e-05	6.15252719202592e-06	1.07310738960273e-05	4.54475649286489e-06	1e-08	1e-08	8.93904223113262e-06	6.06747635751198e-06	1e-08	2.36046649990856e-05
"ORC4"	3.23115364450829e-05	2.71181421615013e-05	2.63907750123459e-05	3.14189675266031e-05	3.51706644010769e-05	2.95887483544603e-05	1.50004081438873e-05	4.60789539401944e-05	4.28942955841092e-05	2.65707166010658e-05	1e-08	3.41726367543854e-05	2.67971266933979e-05	4.84698108600958e-05	5.71685632211287e-05	2.9503331248857e-05
"MBD5"	4.26941731595738e-05	3.66857217479135e-05	3.98300377544843e-05	2.94559070561904e-05	3.51706644010769e-05	3.32860918987679e-05	3.49876190024038e-05	3.68651631521556e-05	6.07627520774881e-05	3.92032525454752e-05	9.22551752106029e-06	4.10051641052624e-05	3.57261689245305e-05	1.2124952715024e-05	2.85892816105643e-05	2.36046649990856e-05
"EPC2"	4.73086783660142e-05	2.71181421615013e-05	2.98750283158633e-05	3.53450884674284e-05	4.07963707052492e-05	2.95887483544603e-05	1.50004081438873e-05	2.76513723641167e-05	2.32389934413925e-05	2.10642265740156e-05	3.68720700842412e-05	1.02587910263156e-05	3.57261689245305e-05	5.45272872176078e-05	9.53642720352144e-06	5.9086662497714e-06
"KIF5C"	5.77813150805051e-06	2.13612879698049e-06	1.99200188772422e-05	6.87171164644442e-05	8.44855945625846e-06	4.23553547920862e-06	1.50004081438873e-05	3.08126359601296e-06	1.25179195453652e-05	2.23598712862627e-05	1e-08	1.70913183771927e-05	1e-08	1e-08	1.90628544070429e-05	1.18073324995428e-05
"MMADHC"	0.000118833509065841	0.000103127246653554	0.000128927372230143	0.000106015265402285	0.000115336979235532	0.000110930306329226	0.000144917278724244	9.21479078803889e-05	8.39917455188806e-05	0.000119533224704796	5.53031051263618e-05	0.000109330437614033	0.000125016591235857	0.000127217003507752	0.0001333799808493	0.000117983324995428
"RND3"	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	9.81733534185335e-07	1e-08	1e-08	8.93904223113262e-06	6.06747635751198e-06	1e-08	1e-08
"RBM43"	4.62450520644041e-06	5.85685419169635e-06	3.99200377544843e-06	3.93612094082538e-06	4.22927972812923e-06	7.40468708861508e-06	1e-08	1.53663179800648e-05	2.68126847400683e-05	2.925200602556e-06	9.22551752106029e-06	3.42626367543854e-06	1e-08	1.2124952715024e-05	9.53642720352144e-06	5.9086662497714e-06
"NMI"	4.5001425762794e-05	3.08388675562171e-05	3.28615311474496e-05	3.92712094082538e-05	3.37642378250338e-05	2.7475980614856e-05	2.49940135731456e-05	3.68651631521556e-05	3.93206042854335e-05	3.82315190112898e-05	9.22551752106029e-06	8.54165918859634e-05	1.78680844622652e-05	3.02973817875599e-05	9.53642720352144e-06	1.18073324995428e-05
"TNFAIP6"	1.1636263016101e-06	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"RIF1"	0.000130369772081942	6.27307995109245e-05	9.06005858914519e-05	0.000115830567754349	8.86148742907138e-05	9.71973160217982e-05	6.49684352901785e-05	5.83640083242463e-05	0.000103647047661597	9.52398863501628e-05	4.60875876053015e-05	0.000146909338043857	6.25132956179284e-05	0.00012115952715024	6.66949904246501e-05	0.000100287326246114
"NEB"	1.1636263016101e-06	1.07306439849025e-06	1e-08	3.93612094082538e-06	1e-08	1.06638386980215e-06	5.00680271462911e-06	1e-08	1e-08	6.57822356123556e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"ARL5A"	0.00011652625646262	0.000156811998777311	0.000102048846745866	9.61999630502218e-05	9.84598603230153e-05	0.000106176578915117	0.000139920476009615	0.00011364675305248	0.000162612954089747	0.000101070287555275	8.29496576895427e-05	8.20003282105249e-05	0.000116087549004724	0.000102987098077704	0.000104800699238736	0.000117983324995428
"CACNB4"	1.1636263016101e-06	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"STAM2"	1.50071419209313e-05	1.06406439849025e-05	1.24537617982764e-05	9.82530235206345e-06	2.82285315208615e-06	2.0609485461142e-05	5.00680271462911e-06	9.22379078803889e-06	1.78784564933788e-05	1.06990688760387e-05	1e-08	1.02587910263156e-05	1.78680844622652e-05	1.2124952715024e-05	9.53642720352144e-06	4.13006637483998e-05
"FMNL2"	1.1636263016101e-06	1e-08	1.50325141579316e-06	1e-08	1e-08	1.06638386980215e-06	1e-08	3.08126359601296e-06	1.79684564933788e-06	6.57822356123556e-07	1e-08	1e-08	1e-08	1e-08	9.53642720352144e-06	1e-08
"PRPF40A"	0.000238810644433291	0.000176478690149381	0.000182684423198697	0.000208094409863745	0.000210973986406461	0.000194384632043596	0.000219869319443681	0.000153573179800648	0.000235873625712601	0.000197595818617685	0.000175104832900146	0.000245980984631575	0.000214307013547183	0.000345286152378183	0.000409646369751422	0.00025365264874017
"ARL6IP6"	9.23001041288082e-05	7.76137010897879e-05	9.65735915546245e-05	7.85324188165076e-05	6.47056224979815e-05	7.60696386257551e-05	4.4981224431662e-05	0.000107504225860454	0.000125089195453652	0.000107224599938449	6.45186226474221e-05	8.88328555614019e-05	0.000142874675698122	7.26997162901438e-05	2.85892816105643e-05	8.84899937465709e-05
"NR4A2"	0.00211345338454971	0.001635003044878	0.00233993496854789	0.00133685418035104	0.00229107889237417	0.00281685758882745	0.00255837298989011	0.00400800899279692	0.00140983121732759	0.00196679867319112	0.00131782900551162	0.00169447678301751	0.00297338106296716	0.00250174773565245	0.00179097831426203	0.00323247910487473
"GPD2"	2.1928899730592e-05	1.22352405826378e-05	1.29515122702074e-05	1.17883628224761e-05	5.6357063041723e-06	1.26866064376259e-05	1.50004081438873e-05	9.22379078803889e-06	1.25179195453652e-05	1.13468912321622e-05	1e-08	6.84252735087707e-06	8.93904223113262e-06	1.81824290725359e-05	3.81157088140858e-05	1.77059987493142e-05
"ERMN"	1.1636263016101e-06	1.60459659773537e-06	5.07750471931054e-07	1e-08	1e-08	1e-08	5.00680271462911e-06	1e-08	1e-08	1e-08	1e-08	3.42626367543854e-06	1e-08	1e-08	9.53642720352144e-06	1e-08
"CYTIP"	0.000616046445059795	0.000326370770336505	0.000591835311126024	0.000457403089606157	0.000632901959219384	0.000462177943038443	0.000354782992738667	0.000463770802997957	0.000568226916489447	0.000638115020781703	0.00032255311323711	0.000696927789789462	0.00033931360478304	0.000587585206678662	0.000704965613060587	0.000672457952473939
"ACVR1C"	1.1636263016101e-06	2.13612879698049e-06	3.49425330351738e-06	5.89918141123807e-06	8.44855945625846e-06	3.17915160940646e-06	1.00036054292582e-05	1e-08	7.15738259735154e-06	6.48822356123556e-06	9.22551752106029e-06	6.84252735087707e-06	1e-08	1e-08	1e-08	5.9086662497714e-06
"ACVR1"	5.77813150805051e-06	3.19919319547073e-06	5.98300566317265e-06	5.89918141123807e-06	4.22927972812923e-06	3.70734354430754e-06	5.00680271462911e-06	3.08126359601296e-06	5.37053694801365e-06	4.54475649286489e-06	1e-08	6.84252735087707e-06	1e-08	1.2124952715024e-05	1e-08	5.9086662497714e-06
"CCDC148"	1e-08	1e-08	1e-08	1e-08	1.41642657604308e-06	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"PKP4"	1.1546263016101e-05	9.04604738716708e-06	1.04627599105521e-05	1.57144837633015e-05	8.44855945625846e-06	8.46107095841724e-06	1e-08	9.22379078803889e-06	7.15738259735154e-06	1.19947135882858e-05	9.22551752106029e-06	6.84252735087707e-06	1e-08	1.2124952715024e-05	1e-08	1e-08
"TANC1"	1e-08	1e-08	1e-08	1.97306047041269e-06	1e-08	1e-08	5.00680271462911e-06	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"WDSUB1"	1.03926367144909e-05	1.43613693796183e-05	1.24537617982764e-05	1.37514232928888e-05	9.85498603230153e-06	1.11020306329226e-05	5.00680271462911e-06	1.84375815760778e-05	5.71890607788123e-05	1.36142694785947e-05	1e-08	1.36750547017541e-05	2.67971266933979e-05	1e-08	1e-08	5.30979962479426e-05
"BAZ2B"	5.99985676837253e-05	3.0307335356972e-05	4.72962948334502e-05	5.30126327011427e-05	5.486063646568e-05	6.65621837975357e-05	0.000119933265151099	5.22214811322204e-05	7.32706716228533e-05	5.50749002705023e-05	3.68720700842412e-05	6.15027461578937e-05	4.46552111556631e-05	9.69296217201917e-05	6.66949904246501e-05	8.25913274967995e-05
"CD302"	1e-08	1.07306439849025e-06	2.99650283158633e-06	1.97306047041269e-06	1e-08	1.59457580470323e-06	1e-08	1e-08	3.58369129867577e-06	1.95346706837067e-06	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"LY75-CD302"	1e-08	5.41532199245123e-07	5.07750471931054e-07	1e-08	1.41642657604308e-06	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"LY75"	3.00042838418627e-05	4.25325759396098e-05	3.28615311474496e-05	3.73081489378411e-05	3.23578112489908e-05	2.48350209403506e-05	1.99972108585165e-05	3.99364267481685e-05	3.93206042854335e-05	3.72597854771045e-05	1.84410350421206e-05	2.05075820526312e-05	1.78680844622652e-05	1.2124952715024e-05	4.76421360176072e-05	6.48953287474854e-05
"ITGB6"	1e-08	5.41532199245123e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"RBMS1"	0.000179975703051176	0.00017222643255542	0.000170240661400421	0.000276801526328189	0.000163155482820997	0.000148431933707203	8.9952448863324e-05	0.000211927188124894	0.000280544766946048	0.000161641677852827	9.2165175210603e-05	0.000194737029499997	0.000116087549004724	9.69296217201917e-05	0.000142906408052822	0.000235956649990856
"TANK"	0.00011537263016101	9.14335382701611e-05	9.40848391949692e-05	0.000139387293399301	8.15827414104984e-05	0.000111986690199028	5.49748298609202e-05	0.000101361698668428	0.000144744497596369	0.000105928955226201	8.29496576895427e-05	0.000174239447447365	0.000125016591235857	0.000145389432580288	0.000152432835256343	0.000112084658745657
"PSMD14"	7.96102148110971e-05	7.01722503003562e-05	6.22288089913818e-05	6.87171164644442e-05	6.32991959219384e-05	8.24079418445681e-05	6.49684352901785e-05	7.37203263043111e-05	9.292597376557e-05	7.28900150639001e-05	0.000101380692731663	6.83352735087707e-05	0.000160732760160387	8.48146690051677e-05	5.71685632211287e-05	7.07939949972567e-05
"TBR1"	1e-08	1e-08	1e-08	1e-08	1e-08	5.38191934901077e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"SLC4A10"	4.62450520644041e-06	2.66766099622561e-06	2.00100188772422e-06	0.000159017898103428	1.41642657604308e-06	5.38191934901077e-07	5.00680271462911e-06	1e-08	1e-08	9.81733534185335e-07	1e-08	6.84252735087707e-06	1e-08	1e-08	1e-08	1e-08
"DPP4"	1.96216471273717e-05	4.7937897932061e-06	4.53052929457259e-05	0.000176685442337142	5.06413567375507e-05	1.32147983725269e-05	1e-08	3.07226359601296e-05	3.75337586360956e-05	4.37380090383401e-05	0.000101380692731663	2.73401094035083e-05	1e-08	6.06747635751198e-06	9.53642720352144e-06	1.77059987493142e-05
"FAP"	1e-08	1e-08	1e-08	1e-08	1.41642657604308e-06	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"IFIH1"	4.73086783660142e-05	2.81812065599915e-05	2.39020226526906e-05	4.12342698786665e-05	2.95449580969046e-05	2.69477886799549e-05	1.99972108585165e-05	3.99364267481685e-05	1.96653021427167e-05	3.04576507378072e-05	1.84410350421206e-05	0.000184488238473681	4.46552111556631e-05	4.84698108600958e-05	5.71685632211287e-05	4.71993299981712e-05
"GCA"	1.26998893177111e-05	9.57757958641221e-06	2.88795273720012e-05	1.17883628224761e-05	2.25128252166892e-05	2.16658693309442e-05	5.00680271462911e-06	2.15088451720907e-05	2.32389934413925e-05	2.55989830668805e-05	2.76565525631809e-05	1.36750547017541e-05	3.57261689245305e-05	1.2124952715024e-05	1.90628544070429e-05	2.36046649990856e-05
"GRB14"	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	3.33911178061778e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"COBLL1"	1e-08	1e-08	5.07750471931054e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"GALNT3"	4.38477994611839e-05	5.42262843230025e-05	5.42648014404849e-05	7.46062978756822e-05	2.39192517927323e-05	3.3814283833669e-05	7.99588434340658e-05	1.53663179800648e-05	3.57469129867577e-05	6.12292126536761e-05	4.60875876053015e-05	3.41726367543854e-05	3.57261689245305e-05	3.02973817875599e-05	1e-08	6.48953287474854e-05
"TTC21B"	3.57724153499132e-05	1.64874981765988e-05	3.08705292597254e-05	3.53450884674284e-05	3.657709097712e-05	3.22297080289657e-05	1.99972108585165e-05	1.84375815760778e-05	3.0386376038744e-05	3.24011178061778e-05	9.22551752106029e-06	5.80864824824551e-05	4.46552111556631e-05	2.42399054300479e-05	3.81157088140858e-05	3.54019974986284e-05
"SCN9A"	1e-08	1e-08	1e-08	1e-08	1.41642657604308e-06	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
