"CD8.c06.Tem.GZMK"	"CD8.c07.Temra.CX3CR1"	"CD8.c02.Tm.IL7R"	"CD8.c16.MAIT.SLC4A10"	"CD8.c01.Tn.MAL"	"CD8.c05.Tem.CXCR5"	"CD8.c09.Tk.KIR2DL4"	"CD8.c03.Tm.RPS12"	"CD8.c04.Tm.CD52"	"CD8.c10.Trm.ZNF683"	"CD8.c17.Tm.NME1"	"CD8.c15.ISG.IFIT1"	"CD8.c08.Tk.TYROBP"	"CD8.c11.Tex.PDCD1"	"CD8.c14.Tex.TCF7"	"CD8.c12.Tex.CXCL13"
"CAMTA1"	6.46130728901657e-05	6.80461215033757e-05	7.46725707896581e-05	8.83477211685711e-05	6.18927693458954e-05	6.92031434720411e-05	7.99588434340658e-05	6.75777991122852e-05	8.93522824668942e-05	7.25661038858383e-05	2.76565525631809e-05	8.88328555614019e-05	7.1442337849061e-05	6.05847635751198e-05	5.71685632211287e-05	5.8996662497714e-05
"VAMP3"	3.11579101434728e-05	3.24334641539525e-05	4.53052929457259e-05	3.14189675266031e-05	3.51706644010769e-05	2.90605564195593e-05	1.50004081438873e-05	3.37938995561426e-05	2.14521477920546e-05	4.37380090383401e-05	8.29496576895427e-05	3.41726367543854e-05	3.57261689245305e-05	5.45272872176078e-05	1.90628544070429e-05	1.77059987493142e-05
"PER3"	8.08538411127072e-06	1.06406439849025e-05	1.19560113263453e-05	7.86224188165076e-06	2.82285315208615e-06	8.98926289331832e-06	1e-08	1.53663179800648e-05	1.6091610844041e-05	6.16431238317379e-06	1e-08	3.42626367543854e-06	1e-08	1e-08	1.90628544070429e-05	1.18073324995428e-05
"UTS2"	1.96216471273717e-05	2.33974167667854e-05	2.00100188772422e-06	1.17883628224761e-05	7.04213288021538e-06	1.47993741772302e-05	2.49940135731456e-05	1e-08	1.43047651947031e-05	6.48822356123556e-06	9.22551752106029e-06	1.02587910263156e-05	5.35842533867957e-05	2.42399054300479e-05	2.85892816105643e-05	1.18073324995428e-05
"TNFRSF9"	0.000130369772081942	1.27667727818829e-05	2.53952740684838e-05	4.31973303490792e-05	2.25128252166892e-05	0.000171144186907949	5.49748298609202e-05	1.84375815760778e-05	1.07310738960273e-05	3.04576507378072e-05	2.76565525631809e-05	3.41726367543854e-05	0.000455391153787764	0.000193849243440383	0.000342961379326772	1.77059987493142e-05
"PARK7"	0.00022150624990914	0.000277469808005954	0.000219020207649664	0.000213983591274983	0.000286921021512788	0.000259352240036429	0.000274834149304601	0.000221140978912933	0.000235873625712601	0.000272743211928017	0.000239613455547568	0.000184488238473681	0.000312526478089642	0.000302883817875599	0.000419172796954943	0.000283145979989027
"ERRFI1"	4.84623046676243e-05	4.89109623305513e-05	8.16410773966929e-05	5.30126327011427e-05	4.78285035854646e-05	8.39925176492713e-05	3.49876190024038e-05	6.75777991122852e-05	2.85995303894062e-05	7.02987256394059e-05	0.000110596210252724	3.41726367543854e-05	6.25132956179284e-05	4.24123345025839e-05	2.85892816105643e-05	7.07939949972567e-05
"SLC45A1"	1.1636263016101e-06	3.19919319547073e-06	4.98750471931054e-06	5.89918141123807e-06	1.41642657604308e-06	1.06638386980215e-06	1e-08	3.08126359601296e-06	1.79684564933788e-06	2.27737824643245e-06	1e-08	3.42626367543854e-06	1.78680844622652e-05	1e-08	1e-08	5.9086662497714e-06
"RERE"	4.26941731595738e-05	3.13703997554622e-05	3.53502835071049e-05	3.53450884674284e-05	5.06413567375507e-05	6.07520725136239e-05	3.49876190024038e-05	7.06490627082981e-05	6.61232890255017e-05	4.08228084357841e-05	2.76565525631809e-05	6.15027461578937e-05	6.25132956179284e-05	4.84698108600958e-05	4.76421360176072e-05	4.13006637483998e-05
"ENO1"	0.000371477669118453	0.000403442939227048	0.000315086048732357	0.0003867329126713	0.000337552378250338	0.000349673060904513	0.000414744625314216	0.000221140978912933	0.000284118458244724	0.000418503242055817	0.000433139323489834	0.000345052631219292	0.000473249238250029	0.000339228676020671	0.000409646369751422	0.000283145979989027
"CA6"	1e-08	1e-08	1e-08	1e-08	1.41642657604308e-06	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"GPR157"	3.47087890483031e-06	1.60459659773537e-06	5.98300566317265e-06	3.93612094082538e-06	4.22927972812923e-06	5.82011128391185e-06	1e-08	1.22950543840518e-05	5.37053694801365e-06	3.24911178061778e-06	1e-08	1.02587910263156e-05	8.93904223113262e-06	1e-08	9.53642720352144e-06	1.18073324995428e-05
"H6PD"	2.07752734289818e-05	1.43613693796183e-05	1.19560113263453e-05	1.57144837633015e-05	1.68871189125169e-05	1.26866064376259e-05	1.00036054292582e-05	6.15252719202592e-06	2.14521477920546e-05	2.0416404217892e-05	1e-08	1.70913183771927e-05	1.78680844622652e-05	1.2124952715024e-05	9.53642720352144e-06	1.77059987493142e-05
"SPSB1"	2.88506575402526e-05	1.70190303758439e-05	3.88345368106222e-05	3.14189675266031e-05	2.81385315208615e-05	3.75116273779765e-05	2.99908162877747e-05	2.76513723641167e-05	1.78784564933788e-05	2.78663613133129e-05	1.84410350421206e-05	5.46702188070166e-05	1.78680844622652e-05	2.42399054300479e-05	2.85892816105643e-05	2.9503331248857e-05
"SLC25A33"	6.34594465885556e-05	6.11362029131891e-05	6.4717561351037e-05	6.28279350532061e-05	7.17377553781969e-05	7.18441031465465e-05	7.99588434340658e-05	3.07226359601296e-05	3.21732216880819e-05	5.1187966133761e-05	8.29496576895427e-05	5.1253955131578e-05	8.93004223113262e-05	7.87571926476557e-05	5.71685632211287e-05	6.48953287474854e-05
"TMEM201"	6.93175780966062e-06	3.19919319547073e-06	2.49875235965527e-06	3.93612094082538e-06	2.82285315208615e-06	5.82011128391185e-06	1e-08	6.15252719202592e-06	5.37053694801365e-06	4.54475649286489e-06	9.22551752106029e-06	3.42626367543854e-06	1e-08	2.42399054300479e-05	9.53642720352144e-06	1.18073324995428e-05
"PIK3CD"	0.000124601640573891	8.18659586837489e-05	7.76590736212445e-05	0.000119756688695174	9.14277274427999e-05	7.97669821700627e-05	5.49748298609202e-05	0.000101361698668428	9.82865107135836e-05	8.55225510083094e-05	9.2165175210603e-05	0.000102497910263156	2.67971266933979e-05	0.00012115952715024	5.71685632211287e-05	0.000135679323744742
"CLSTN1"	6.23058202869455e-05	8.45236196799745e-05	6.32243099352439e-05	5.6938753641968e-05	5.76734896177661e-05	6.92031434720411e-05	5.49748298609202e-05	6.45065355162722e-05	7.14838259735154e-05	7.32139262419619e-05	3.68720700842412e-05	8.54165918859634e-05	6.25132956179284e-05	4.84698108600958e-05	7.62214176281715e-05	8.25913274967995e-05
"CTNNBIP1"	2.42361523338122e-05	4.14695115411196e-05	2.43997731246217e-05	2.16036651745396e-05	1.829354548856e-05	2.21940612658453e-05	2.49940135731456e-05	3.07226359601296e-05	1.6091610844041e-05	3.24011178061778e-05	1e-08	1.02587910263156e-05	4.46552111556631e-05	3.02973817875599e-05	1e-08	2.9503331248857e-05
"LZIC"	3.46187890483031e-05	3.34965285524427e-05	2.48975235965527e-05	3.92712094082538e-05	1.54806923364738e-05	2.00812935262409e-05	1.00036054292582e-05	2.15088451720907e-05	4.46811412334471e-05	3.27250289842396e-05	1.84410350421206e-05	2.39238457280698e-05	1.78680844622652e-05	1.81824290725359e-05	4.76421360176072e-05	2.9503331248857e-05
"NMNAT1"	4.62450520644041e-06	2.66766099622561e-06	2.49875235965527e-06	1.97306047041269e-06	1.41642657604308e-06	5.38191934901077e-07	1e-08	3.08126359601296e-06	3.58369129867577e-06	9.81733534185335e-07	1e-08	1e-08	1e-08	1e-08	1e-08	5.9086662497714e-06
"UBE4B"	3.80796679531334e-05	2.39289489660305e-05	2.93772778439322e-05	3.33820279970158e-05	2.39192517927323e-05	3.434247576857e-05	5.00680271462911e-06	4.60789539401944e-05	3.93206042854335e-05	3.04576507378072e-05	9.22551752106029e-06	4.10051641052624e-05	3.57261689245305e-05	3.63548581450719e-05	2.85892816105643e-05	5.8996662497714e-05
"KIF1B"	3.00042838418627e-05	2.76496743607464e-05	2.63907750123459e-05	2.35667256449523e-05	2.39192517927323e-05	2.16658693309442e-05	2.99908162877747e-05	6.15252719202592e-06	1.6091610844041e-05	2.0416404217892e-05	1.84410350421206e-05	2.73401094035083e-05	3.57261689245305e-05	4.84698108600958e-05	1.90628544070429e-05	2.9503331248857e-05
"PGD"	6.23058202869455e-05	4.57217691350805e-05	6.77040641826234e-05	5.6938753641968e-05	6.32991959219384e-05	6.49776079928325e-05	7.99588434340658e-05	6.45065355162722e-05	4.46811412334471e-05	6.64117915026645e-05	1.84410350421206e-05	7.17515371842093e-05	9.82294645424588e-05	6.05847635751198e-05	8.5747844831693e-05	8.84899937465709e-05
"APITD1-CORT"	1.1636263016101e-06	3.73072539471586e-06	2.49875235965527e-06	5.89918141123807e-06	4.22927972812923e-06	8.46107095841724e-06	5.00680271462911e-06	3.08126359601296e-06	1.79684564933788e-06	6.48822356123556e-06	1e-08	6.84252735087707e-06	8.93904223113262e-06	1e-08	1.90628544070429e-05	1e-08
"APITD1"	2.3172526032202e-06	2.13612879698049e-06	3.49425330351738e-06	3.93612094082538e-06	1e-08	5.38191934901077e-07	1e-08	9.22379078803889e-06	5.37053694801365e-06	1.62955589030889e-06	9.22551752106029e-06	3.42626367543854e-06	1e-08	1e-08	1e-08	1e-08
"DFFA"	2.42361523338122e-05	2.65866099622561e-05	2.14132702930353e-05	2.5529786115365e-05	2.25128252166892e-05	1.95531015913399e-05	2.49940135731456e-05	3.68651631521556e-05	4.46811412334471e-05	2.30076936423863e-05	2.76565525631809e-05	3.07563730789468e-05	2.67971266933979e-05	3.02973817875599e-05	4.76421360176072e-05	4.13006637483998e-05
"PEX14"	1.38535156193212e-05	2.76496743607464e-05	1.24537617982764e-05	1.57144837633015e-05	4.22927972812923e-06	1.21584145027248e-05	1.50004081438873e-05	6.15252719202592e-06	3.21732216880819e-05	1.458600301278e-05	9.22551752106029e-06	1.70913183771927e-05	8.93904223113262e-06	1e-08	1e-08	1.18073324995428e-05
"CASZ1"	3.57724153499132e-05	2.02082235713147e-05	1.09605103824832e-05	7.86224188165076e-06	9.85498603230153e-06	2.0609485461142e-05	1.99972108585165e-05	2.15088451720907e-05	1.07310738960273e-05	9.07951298572979e-06	1e-08	1.70913183771927e-05	2.67971266933979e-05	1.2124952715024e-05	9.53642720352144e-06	1.18073324995428e-05
"TARDBP"	4.96159309692344e-05	4.57217691350805e-05	5.5260302384347e-05	5.104957223073e-05	5.20477833135938e-05	6.28648402532282e-05	5.99716325755493e-05	6.14352719202593e-05	7.14838259735154e-05	5.83140120511201e-05	4.60875876053015e-05	3.75889004298239e-05	4.46552111556631e-05	4.84698108600958e-05	1.90628544070429e-05	5.8996662497714e-05
"MASP2"	1e-08	1e-08	1.00550094386211e-06	1.97306047041269e-06	1e-08	5.38191934901077e-07	1e-08	1e-08	1e-08	3.33911178061778e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"SRM"	7.26884570014365e-05	7.12353146988464e-05	5.72513042720712e-05	6.28279350532061e-05	7.03313288021538e-05	5.86393047740196e-05	6.99652380048076e-05	3.68651631521556e-05	3.75337586360956e-05	4.76249431750814e-05	1e-08	4.78376914561395e-05	7.1442337849061e-05	6.05847635751198e-05	4.76421360176072e-05	4.13006637483998e-05
"EXOSC10"	8.9992851525588e-05	5.2100155526022e-05	5.37670509685539e-05	7.46062978756822e-05	7.59570351063261e-05	7.39568708861508e-05	5.49748298609202e-05	5.52927447282333e-05	5.54022151294744e-05	6.25248573659232e-05	9.22551752106029e-06	6.49190098333322e-05	6.25132956179284e-05	7.87571926476557e-05	5.71685632211287e-05	7.66926612470281e-05
"MTOR"	3.00042838418627e-05	2.71181421615013e-05	2.43997731246217e-05	5.104957223073e-05	2.11063986406461e-05	2.80041725497571e-05	2.49940135731456e-05	2.76513723641167e-05	5.18285238307986e-05	2.81902724913747e-05	1.84410350421206e-05	2.39238457280698e-05	1e-08	1.81824290725359e-05	3.81157088140858e-05	4.71993299981712e-05
"UBIAD1"	3.3465162746693e-05	2.97758031577269e-05	3.48525330351738e-05	4.51603908194919e-05	4.07963707052492e-05	4.0680778987383e-05	3.49876190024038e-05	4.30076903441815e-05	3.93206042854335e-05	3.33728513403632e-05	5.53031051263618e-05	3.75889004298239e-05	5.35842533867957e-05	6.05847635751198e-05	1.90628544070429e-05	3.54019974986284e-05
"PTCHD2"	1e-08	5.41532199245123e-07	1.00550094386211e-06	1.97306047041269e-06	1e-08	3.17915160940646e-06	1e-08	1e-08	1e-08	1.30564471224711e-06	1e-08	1e-08	8.93904223113262e-06	1e-08	1e-08	5.9086662497714e-06
"FBXO2"	4.62450520644041e-06	2.07397557705598e-05	1.29515122702074e-05	7.86224188165076e-06	1.12614126083446e-05	7.40468708861508e-06	2.99908162877747e-05	9.22379078803889e-06	2.14521477920546e-05	1.55577365469654e-05	9.22551752106029e-06	1.36750547017541e-05	1e-08	1.2124952715024e-05	1e-08	1.77059987493142e-05
"FBXO44"	2.30825260322021e-05	4.7847897932061e-05	2.04177693491732e-05	2.74928465857777e-05	1.40742657604308e-05	2.32504451356474e-05	1.99972108585165e-05	3.68651631521556e-05	8.22048998695427e-05	2.55989830668805e-05	9.22551752106029e-06	3.07563730789468e-05	1.78680844622652e-05	2.42399054300479e-05	2.85892816105643e-05	2.9503331248857e-05
"FBXO6"	1.96216471273717e-05	3.19019319547074e-05	1.09605103824832e-05	9.82530235206345e-06	5.6357063041723e-06	1.05738386980215e-05	1.99972108585165e-05	6.15252719202592e-06	3.75337586360956e-05	9.72733534185335e-06	1.84410350421206e-05	6.15027461578937e-05	8.93904223113262e-06	1.2124952715024e-05	2.85892816105643e-05	5.9086662497714e-06
"MAD2L2"	4.73086783660142e-05	7.44245078943171e-05	3.98300377544843e-05	4.31973303490792e-05	2.25128252166892e-05	4.38499305967894e-05	6.49684352901785e-05	5.22214811322204e-05	9.11391281162321e-05	5.60466338046876e-05	5.53031051263618e-05	3.07563730789468e-05	8.93004223113262e-05	3.02973817875599e-05	5.71685632211287e-05	6.48953287474854e-05
"DRAXIN"	2.3172526032202e-06	9.57757958641221e-06	4.48975424737949e-06	5.89918141123807e-06	1e-08	3.17915160940646e-06	1.00036054292582e-05	1e-08	1.78784564933788e-05	8.75560180766801e-06	2.76565525631809e-05	1e-08	1e-08	1e-08	1e-08	1.18073324995428e-05
"AGTRAP"	7.15348306998263e-05	0.000136613775205996	5.17760490808296e-05	4.12342698786665e-05	3.51706644010769e-05	5.70547289693164e-05	8.9952448863324e-05	7.67915899003241e-05	0.00015189188019372	8.64942845424948e-05	0.000119811727773784	5.46702188070166e-05	0.000142874675698122	7.87571926476557e-05	4.76421360176072e-05	0.000153375322494056
"C1orf167"	1e-08	5.41532199245123e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"MTHFR"	6.93175780966062e-06	1.11721761841476e-05	1.04627599105521e-05	1.76775442337142e-05	7.04213288021538e-06	1.05738386980215e-05	1e-08	6.15252719202592e-06	1.6091610844041e-05	8.75560180766801e-06	9.22551752106029e-06	1.02587910263156e-05	8.93904223113262e-06	1.2124952715024e-05	9.53642720352144e-06	1.18073324995428e-05
"CLCN6"	5.77813150805051e-06	7.98298298867684e-06	4.98750471931054e-06	5.89918141123807e-06	2.82285315208615e-06	5.82011128391185e-06	1e-08	3.08126359601296e-06	7.15738259735154e-06	4.22084531480312e-06	1e-08	1.02587910263156e-05	8.93904223113262e-06	1.2124952715024e-05	1e-08	1e-08
"KIAA2013"	1.03926367144909e-05	1.17037083833927e-05	4.48975424737949e-06	1.37514232928888e-05	7.04213288021538e-06	8.98926289331832e-06	1e-08	9.22379078803889e-06	8.94422824668942e-06	5.84040120511201e-06	1.84410350421206e-05	1.70913183771927e-05	1e-08	1e-08	9.53642720352144e-06	5.9086662497714e-06
"PLOD1"	6.93175780966062e-06	5.47578165222476e-05	2.00100188772422e-06	5.89918141123807e-06	2.82285315208615e-06	5.29191934901077e-06	2.99908162877747e-05	1.53663179800648e-05	8.94422824668942e-06	4.22084531480312e-06	9.22551752106029e-06	1.02587910263156e-05	1e-08	6.06747635751198e-06	1e-08	1e-08
"MFN2"	2.30825260322021e-05	2.49920133645208e-05	2.04177693491732e-05	1.57144837633015e-05	3.09513846729477e-05	2.48350209403506e-05	1.50004081438873e-05	1.22950543840518e-05	2.85995303894062e-05	2.72185389571894e-05	9.22551752106029e-06	2.73401094035083e-05	2.67971266933979e-05	3.63548581450719e-05	1.90628544070429e-05	2.36046649990856e-05
"MIIP"	2.53897786354223e-05	2.81812065599915e-05	2.7884026428139e-05	1.17883628224761e-05	2.25128252166892e-05	2.69477886799549e-05	2.49940135731456e-05	3.68651631521556e-05	6.96969803241775e-05	1.87968483275831e-05	3.68720700842412e-05	2.39238457280698e-05	5.35842533867957e-05	4.24123345025839e-05	2.85892816105643e-05	2.36046649990856e-05
"TNFRSF8"	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	3.33911178061778e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"TNFRSF1B"	0.000687571275759621	0.000666019845654139	0.000565454536113678	0.000478996754780697	0.000552735644384929	0.000660778110561248	0.00067457836647493	0.000288708778025218	0.000187628793180478	0.000607991281221958	0.000552941051263618	0.00060810493422806	0.000758978589646273	0.000636045017538758	0.000600174913821851	0.000595775291226911
"VPS13D"	5.99985676837253e-05	2.97758031577269e-05	3.38570320913117e-05	5.104957223073e-05	6.47056224979815e-05	4.49063144665916e-05	2.49940135731456e-05	6.14352719202593e-05	6.79101346748396e-05	5.21596996679463e-05	5.53031051263618e-05	4.4421427780701e-05	6.25132956179284e-05	4.84698108600958e-05	4.76421360176072e-05	2.9503331248857e-05
"DHRS3"	3.46187890483031e-05	2.44604811652756e-05	4.43097920018638e-05	5.104957223073e-05	3.657709097712e-05	3.434247576857e-05	2.99908162877747e-05	4.30076903441815e-05	5.18285238307986e-05	3.7907607833228e-05	7.37341401684824e-05	4.4421427780701e-05	2.67971266933979e-05	2.42399054300479e-05	1.90628544070429e-05	4.71993299981712e-05
"PRDM2"	0.000170746692638295	7.86767654882781e-05	0.000131913875061729	0.000143313414340126	0.000171594042277255	0.00013258617566017	0.000119933265151099	9.52191714764018e-05	0.000101860202012259	0.000139291806566565	0.000193535867942266	0.000160574392745611	0.000107158506773591	0.000133274479865264	0.000181012116866907	0.000106185992495885
"KAZN"	1e-08	1e-08	1e-08	1e-08	1e-08	5.38191934901077e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"FHAD1"	1e-08	1e-08	5.07750471931054e-07	1.97306047041269e-06	1e-08	1e-08	1e-08	1e-08	1e-08	3.33911178061778e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"EFHD2"	0.000128062519478721	0.000468821399734198	7.86545745651066e-05	0.000194352986570856	9.14277274427999e-05	9.03308208680842e-05	0.000284827754733859	3.99364267481685e-05	0.000105433893310935	8.97333963231126e-05	0.000129027245294844	8.88328555614019e-05	0.000142874675698122	0.000102987098077704	2.85892816105643e-05	7.66926612470281e-05
"CTRC"	1.1636263016101e-06	1.07306439849025e-06	5.07750471931054e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"CASP9"	1.50071419209313e-05	1.32983049811281e-05	1.09605103824832e-05	1.37514232928888e-05	3.09513846729477e-05	1.32147983725269e-05	1.50004081438873e-05	6.15252719202592e-06	3.58369129867577e-06	1.26425359444093e-05	3.68720700842412e-05	2.05075820526312e-05	1.78680844622652e-05	1.2124952715024e-05	1e-08	1.18073324995428e-05
"DNAJC16"	1.38535156193212e-05	1.17037083833927e-05	8.47175802282792e-06	1.76775442337142e-05	7.04213288021538e-06	7.40468708861508e-06	5.00680271462911e-06	6.15252719202592e-06	1.07310738960273e-05	1.03751576979769e-05	1e-08	1.36750547017541e-05	1e-08	6.06747635751198e-06	9.53642720352144e-06	1.77059987493142e-05
"AGMAT"	3.47087890483031e-06	2.13612879698049e-06	1e-08	1e-08	4.22927972812923e-06	2.65095967450539e-06	1e-08	1e-08	3.58369129867577e-06	1.30564471224711e-06	1e-08	1e-08	1e-08	1.2124952715024e-05	1e-08	5.9086662497714e-06
"DDI2"	2.53897786354223e-05	1.86136269735793e-05	1.54402646298627e-05	2.16036651745396e-05	1.12614126083446e-05	1.63839499819334e-05	2.49940135731456e-05	2.76513723641167e-05	1.78784564933788e-05	1.55577365469654e-05	2.76565525631809e-05	3.41726367543854e-05	3.57261689245305e-05	6.06747635751198e-06	6.66949904246501e-05	1.77059987493142e-05
"PLEKHM2"	8.08538411127072e-06	6.91991859018659e-06	5.98300566317265e-06	2.35667256449523e-05	2.82285315208615e-06	4.23553547920862e-06	1.00036054292582e-05	6.15252719202592e-06	1.25179195453652e-05	5.19257884898845e-06	1e-08	2.05075820526312e-05	1e-08	6.06747635751198e-06	1.90628544070429e-05	5.9086662497714e-06
"SLC25A34"	1e-08	1e-08	1e-08	1e-08	1e-08	5.38191934901077e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"FBLIM1"	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	3.33911178061778e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"UQCRHL"	1e-08	1.60459659773537e-06	3.49425330351738e-06	1.97306047041269e-06	4.22927972812923e-06	4.23553547920862e-06	1e-08	3.08126359601296e-06	1.79684564933788e-06	1.62955589030889e-06	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"SPEN"	0.000125755266875501	0.00011003716524374	8.61208316440724e-05	0.000109941386343111	7.314418195424e-05	0.000105648386980215	0.000119933265151099	7.06490627082981e-05	9.11391281162321e-05	9.03812186792361e-05	9.2165175210603e-05	0.000143493074368419	6.25132956179284e-05	0.000139331956222776	0.0001333799808493	0.000141577989994513
"ZBTB17"	4.96159309692344e-05	3.93433827441391e-05	3.43547825632427e-05	3.33820279970158e-05	2.25128252166892e-05	3.11733241591636e-05	3.49876190024038e-05	3.07226359601296e-05	3.57469129867577e-05	3.53163184087338e-05	2.76565525631809e-05	2.73401094035083e-05	8.93904223113262e-06	2.42399054300479e-05	9.53642720352144e-06	1.77059987493142e-05
"C1orf64"	1e-08	1e-08	1e-08	1e-08	1.41642657604308e-06	5.38191934901077e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"FAM131C"	1e-08	1e-08	5.07750471931054e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"EPHA2"	1.1636263016101e-06	1e-08	1.00550094386211e-06	1e-08	1e-08	5.38191934901077e-07	1e-08	1e-08	1e-08	6.57822356123556e-07	1e-08	1e-08	1e-08	1e-08	1e-08	1e-08
"ARHGEF19"	8.08538411127072e-06	1.06406439849025e-05	9.96500943862109e-06	9.82530235206345e-06	4.22927972812923e-06	6.34830321881293e-06	1.50004081438873e-05	6.15252719202592e-06	1.07310738960273e-05	7.78386827348268e-06	1e-08	1.02587910263156e-05	8.93904223113262e-06	1e-08	1e-08	1e-08
"RSG1"	1.1636263016101e-06	2.13612879698049e-06	2.49875235965527e-06	1.97306047041269e-06	1.41642657604308e-06	4.7637274141097e-06	1e-08	1e-08	3.58369129867577e-06	1.95346706837067e-06	1e-08	6.84252735087707e-06	1e-08	6.06747635751198e-06	1e-08	1e-08
"FBXO42"	3.3465162746693e-05	2.87127387592366e-05	2.68885254842769e-05	5.104957223073e-05	2.95449580969046e-05	2.7475980614856e-05	1.99972108585165e-05	3.68651631521556e-05	4.6467986882785e-05	3.33728513403632e-05	2.76565525631809e-05	5.46702188070166e-05	1.78680844622652e-05	4.24123345025839e-05	8.5747844831693e-05	2.9503331248857e-05
"SZRD1"	0.00010845087235135	0.000112694826239966	9.60758410826935e-05	0.000106015265402285	9.2834154018843e-05	9.77255079566993e-05	9.99460542925822e-05	0.000110575489456467	0.000107220738960273	0.000105281132870078	0.000129027245294844	0.000150325601719296	0.000116087549004724	0.000133274479865264	0.000142906408052822	9.43886599963423e-05
"SPATA21"	1e-08	1e-08	1e-08	1e-08	1.41642657604308e-06	1.59457580470323e-06	1e-08	1e-08	1e-08	9.81733534185335e-07	1e-08	3.42626367543854e-06	1e-08	1e-08	1e-08	1e-08
"NECAP2"	5.30768098740647e-05	6.27307995109245e-05	5.67535538001402e-05	6.67540559940315e-05	5.486063646568e-05	5.23010015552067e-05	4.99780271462911e-05	6.14352719202593e-05	6.43364433761638e-05	6.22009461878614e-05	5.53031051263618e-05	4.78376914561395e-05	5.35842533867957e-05	4.84698108600958e-05	9.52742720352144e-05	7.07939949972567e-05
"NBPF1"	1.26998893177111e-05	1.80820947743342e-05	1.8426767461449e-05	2.16036651745396e-05	1.829354548856e-05	2.37786370705485e-05	2.49940135731456e-05	3.37938995561426e-05	2.85995303894062e-05	2.49511607107569e-05	1e-08	6.84252735087707e-06	8.93904223113262e-06	1e-08	1.90628544070429e-05	4.71993299981712e-05
